URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.dk/fhir/core/ValueSet/DkCoreProfessionGroupValueSet,3.0.0,active,,DkCoreProfessionGroupValueSet,DK Profession Group,"DK Profession Group codes",,"Internal"
http://hl7.dk/fhir/core/ValueSet/TechniqesSCTCodes,3.0.0,draft,,TechniqesSCTCodes,TechniqesSCTCodes,"SNOMED CT Codes for the techniqe used when obtaining an observation",,"SCT"
http://hl7.dk/fhir/core/ValueSet/dk-core-LoincVitalSigns,3.0.0,draft,,LoincVitalSigns,DK Core Vital Signs,"LOINC codes describing vital signs.",,"LOINC"
http://hl7.dk/fhir/core/ValueSet/dk-core-MunicipalityCodes,3.0.0,draft,,MunicipalityCodes,DK Municipality Codes,"Municipality codes used in Denmark",,"Internal"
http://hl7.dk/fhir/core/ValueSet/dk-core-RegionalSubDivisionCodes,3.0.0,draft,,RegionalSubdivisionCodes,DK Regional Subdivision Codes,"Subdivision codes (Regional codes) used in Denmark",,"Internal"
http://hl7.dk/fhir/core/ValueSet/dk-marital-status,3.0.0,active,,null,DK MaritalStatus,"This value set defines the set of codes that can be used to indicate the marital status of a person in Denmark.",,"Internal"
http://hl7.dk/fhir/core/ValueSet/sor-organization-type,3.0.0,active,,SorOrganizationType,DK SOR Organization Type,"Value set used for indicating the organization type for organizations from SOR",,"SCT"
